Drugs,LSM_ID,LINK2,Drug_Repurposing_Hub,CLUE,Manual
fentiazac,LSM-5342,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5342'>LSM-5342</a>,#N/A,#N/A,#N/A
fenticonazole,LSM-45431,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45431'>LSM-45431</a>,#N/A,#N/A,#N/A
fexofenadine,LSM-1770,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1770'>LSM-1770</a>,#N/A,#N/A,#N/A
fiacitabine,LSM-45763,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45763'>LSM-45763</a>,#N/A,#N/A,#N/A
fidarestat,LSM-45733,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45733'>LSM-45733</a>,#N/A,#N/A,#N/A
fidaxomicin,LSM-45998,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45998'>LSM-45998</a>,#N/A,#N/A,#N/A
filgotinib,LSM-45924,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45924'>LSM-45924</a>,#N/A,#N/A,#N/A
finasteride,LSM-1842,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1842'>LSM-1842</a>,#N/A,#N/A,#N/A
fingolimod,LSM-45416,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45416'>LSM-45416</a>,#N/A,#N/A,#N/A
fipronil,LSM-1608,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1608'>LSM-1608</a>,#N/A,#N/A,#N/A
firategrast,LSM-45715,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45715'>LSM-45715</a>,#N/A,#N/A,#N/A
FK-866,LSM-43216,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43216'>LSM-43216</a>,#N/A,#N/A,#N/A
FK-888,LSM-3876,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3876'>LSM-3876</a>,#N/A,#N/A,#N/A
flavoxate,LSM-3050,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3050'>LSM-3050</a>,#N/A,#N/A,#N/A
flecainide,LSM-1297,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1297'>LSM-1297</a>,#N/A,#N/A,#N/A
floxuridine,LSM-45624,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45624'>LSM-45624</a>,#N/A,#N/A,#N/A
fluconazole,LSM-2106,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2106'>LSM-2106</a>,#N/A,#N/A,#N/A
fludarabine-phosphate,LSM-45862,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45862'>LSM-45862</a>,#N/A,#N/A,#N/A
fludroxycortide,LSM-1605,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1605'>LSM-1605</a>,#N/A,#N/A,#N/A
flumatinib,LSM-45582,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45582'>LSM-45582</a>,#N/A,#N/A,#N/A
flumazenil,LSM-4228,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4228'>LSM-4228</a>,#N/A,#N/A,#N/A
fluocinolone-acetonide,LSM-1337,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1337'>LSM-1337</a>,#N/A,#N/A,#N/A
fluorometholone,LSM-1325,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1325'>LSM-1325</a>,#N/A,#N/A,#N/A
fluoxetine,LSM-1449,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1449'>LSM-1449</a>,#N/A,#N/A,#N/A
fluphenazine,LSM-3226,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3226'>LSM-3226</a>,#N/A,#N/A,#N/A
fluspirilene,LSM-3748,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3748'>LSM-3748</a>,#N/A,#N/A,#N/A
flutamide,LSM-2621,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2621'>LSM-2621</a>,#N/A,#N/A,#N/A
fluticasone-propionate,LSM-3384,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3384'>LSM-3384</a>,#N/A,#N/A,#N/A
flutrimazole,LSM-45542,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45542'>LSM-45542</a>,#N/A,#N/A,#N/A
fluvoxamine,LSM-3625,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3625'>LSM-3625</a>,#N/A,#N/A,#N/A
folic-acid,LSM-5355,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5355'>LSM-5355</a>,#N/A,#N/A,#N/A
fomepizole,LSM-5671,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5671'>LSM-5671</a>,#N/A,#N/A,#N/A
fomocaine,LSM-45878,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45878'>LSM-45878</a>,#N/A,#N/A,#N/A
foretinib,LSM-1158,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1158'>LSM-1158</a>,VEGFR inhibitor,N/A,N/A
formestane,LSM-45450,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45450'>LSM-45450</a>,#N/A,#N/A,#N/A
formoterol,LSM-4251,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4251'>LSM-4251</a>,#N/A,#N/A,#N/A
forskolin,LSM-2193,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2193'>LSM-2193</a>,#N/A,#N/A,#N/A
fosfomycin,LSM-45458,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45458'>LSM-45458</a>,#N/A,#N/A,#N/A
fosinopril,LSM-4444,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4444'>LSM-4444</a>,#N/A,#N/A,#N/A
fostamatinib,LSM-1040,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1040'>LSM-1040</a>,SYK inhibitor,SYK inhibitor,N/A
FPL-55712,LSM-1940,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1940'>LSM-1940</a>,#N/A,#N/A,#N/A
FPL-62064,LSM-45685,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45685'>LSM-45685</a>,#N/A,#N/A,#N/A
FR-180204,LSM-42790,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42790'>LSM-42790</a>,MAP kinase inhibitor,-666,N/A
ftorafur,LSM-45985,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45985'>LSM-45985</a>,#N/A,#N/A,#N/A
fulvestrant,LSM-45768,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45768'>LSM-45768</a>,#N/A,#N/A,#N/A
furosemide,LSM-5847,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5847'>LSM-5847</a>,#N/A,#N/A,#N/A
fusidic-acid,LSM-43063,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43063'>LSM-43063</a>,#N/A,#N/A,#N/A
gabapentin,LSM-5716,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5716'>LSM-5716</a>,#N/A,#N/A,#N/A
gaboxadol,LSM-5947,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5947'>LSM-5947</a>,#N/A,#N/A,#N/A
galeterone,LSM-45479,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45479'>LSM-45479</a>,#N/A,#N/A,#N/A
gallopamil,LSM-21596,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-21596'>LSM-21596</a>,#N/A,#N/A,#N/A
ganaxolone,LSM-45679,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45679'>LSM-45679</a>,#N/A,#N/A,#N/A
ganciclovir,LSM-5382,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5382'>LSM-5382</a>,#N/A,#N/A,#N/A
ganetespib,LSM-45281,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45281'>LSM-45281</a>,#N/A,#N/A,#N/A
garcinol,LSM-42745,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42745'>LSM-42745</a>,N/A,N/A,PCAF/p300 inhibitor; anticancer
gatifloxacin,LSM-5139,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5139'>LSM-5139</a>,#N/A,#N/A,#N/A
GDC-0068,LSM-6341,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6341'>LSM-6341</a>,AKT inhibitor,N/A,N/A
GDC-0068,LSM-45747,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45747'>LSM-45747</a>,AKT inhibitor,N/A,N/A
GDC-0152,LSM-45425,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45425'>LSM-45425</a>,#N/A,#N/A,#N/A
GDC-0834,LSM-45549,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45549'>LSM-45549</a>,#N/A,#N/A,#N/A
GDC-0879,LSM-42801,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42801'>LSM-42801</a>,RAF inhibitor,RAF inhibitor,N/A
GDC-0941,LSM-1047,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1047'>LSM-1047</a>,PI3K inhibitor,PI3K inhibitor,N/A
GDC-0980,LSM-45720,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45720'>LSM-45720</a>,"mTOR inhibitor, PI3K inhibitor",N/A,N/A
GDC-0980,LSM-4257,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4257'>LSM-4257</a>,"mTOR inhibitor, PI3K inhibitor",N/A,N/A
gefitinib,LSM-1098,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1098'>LSM-1098</a>,EGFR inhibitor,EGFR inhibitor,N/A
geldanamycin,LSM-42789,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42789'>LSM-42789</a>,N/A,N/A,Selective Hsp90 inhibitor
geldanamycin,LSM-42815,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42815'>LSM-42815</a>,N/A,N/A,Selective Hsp90 inhibitor
gemcitabine,LSM-5333,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5333'>LSM-5333</a>,#N/A,#N/A,#N/A
gemfibrozil,LSM-2227,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2227'>LSM-2227</a>,#N/A,#N/A,#N/A
gemifloxacin,LSM-44972,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44972'>LSM-44972</a>,#N/A,#N/A,#N/A
genistein,LSM-5549,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5549'>LSM-5549</a>,#N/A,#N/A,#N/A
genz-644282,LSM-45838,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45838'>LSM-45838</a>,#N/A,#N/A,#N/A
gestrinone,LSM-45597,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45597'>LSM-45597</a>,#N/A,#N/A,#N/A
gimeracil,LSM-45923,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45923'>LSM-45923</a>,#N/A,#N/A,#N/A
ginkgolide-b,LSM-45504,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45504'>LSM-45504</a>,#N/A,#N/A,#N/A
glafenine,LSM-4419,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4419'>LSM-4419</a>,#N/A,#N/A,#N/A
glasdegib,LSM-45612,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45612'>LSM-45612</a>,#N/A,#N/A,#N/A
glibenclamide,LSM-2811,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2811'>LSM-2811</a>,#N/A,#N/A,#N/A
gliclazide,LSM-5096,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5096'>LSM-5096</a>,#N/A,#N/A,#N/A
glimepiride,LSM-44957,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44957'>LSM-44957</a>,#N/A,#N/A,#N/A
glipizide,LSM-2251,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2251'>LSM-2251</a>,#N/A,#N/A,#N/A
gliquidone,LSM-3809,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3809'>LSM-3809</a>,#N/A,#N/A,#N/A
glycitein,LSM-45527,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45527'>LSM-45527</a>,#N/A,#N/A,#N/A
glycopyrrolate,LSM-5163,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5163'>LSM-5163</a>,#N/A,#N/A,#N/A
GNF-2,LSM-1022,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1022'>LSM-1022</a>,#N/A,#N/A,#N/A
golvatinib,LSM-45804,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45804'>LSM-45804</a>,#N/A,#N/A,#N/A
goserelin-acetate,LSM-46023,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-46023'>LSM-46023</a>,#N/A,#N/A,#N/A
Gossypetin,LSM-36971,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-36971'>LSM-36971</a>,#N/A,#N/A,#N/A
granisetron,LSM-45509,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45509'>LSM-45509</a>,#N/A,#N/A,#N/A
grazoprevir,LSM-45592,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45592'>LSM-45592</a>,#N/A,#N/A,#N/A
griseofulvin,LSM-45713,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45713'>LSM-45713</a>,#N/A,#N/A,#N/A
GSK-1059615,#N/A,#N/A,N/A,PI3K inhibitor,Potent PI 3-kinase inhibitor
GSK-1059615,LSM-42799,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42799'>LSM-42799</a>,N/A,PI3K inhibitor,Potent PI 3-kinase inhibitor
GSK-1070916,LSM-1062,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1062'>LSM-1062</a>,Aurora kinase inhibitor,Aurora kinase inhibitor,N/A
GSK-1292263,LSM-45911,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45911'>LSM-45911</a>,#N/A,#N/A,#N/A
GSK-1904529A,LSM-1134,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1134'>LSM-1134</a>,"IGF-1 inhibitor, insulin growth factor receptor inhibitor, insulin receptor ligand",IGF-1 inhibitor,N/A
GSK-2110183,LSM-42768,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42768'>LSM-42768</a>,#N/A,#N/A,#N/A
GSK-2126458,LSM-1147,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1147'>LSM-1147</a>,N/A,N/A,highly selective and potent inhibitor of p110_/_/_/_
GSK-2334470,LSM-1222,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1222'>LSM-1222</a>,N/A,N/A,"Highly potent, selective PDPK1 (PDK1) inhibitor"
GSK-256066,LSM-45984,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45984'>LSM-45984</a>,#N/A,#N/A,#N/A
GSK-2636771,LSM-45667,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45667'>LSM-45667</a>,#N/A,#N/A,#N/A
GSK-3-inhibitor-II,LSM-1030,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1030'>LSM-1030</a>,N/A,N/A,potent GSK-3_ inhibitor
GSK-429286A,LSM-1012,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1012'>LSM-1012</a>,rho associated kinase inhibitor,Rho associated kinase inhibitor,N/A
GSK-461364,LSM-1013,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1013'>LSM-1013</a>,PLK inhibitor,PLK inhibitor,N/A
GSK-690693,LSM-1128,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1128'>LSM-1128</a>,N/A,N/A,Akt kinase inhibitor. Antitumor
GSK-923295,LSM-45692,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45692'>LSM-45692</a>,#N/A,#N/A,#N/A
GSK-J1,LSM-44939,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44939'>LSM-44939</a>,histone demethylase inhibitor,N/A,N/A
GSK-J2,LSM-44940,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44940'>LSM-44940</a>,histone demethylase inhibitor,N/A,N/A
GSK-J4,LSM-6328,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6328'>LSM-6328</a>,histone lysine demethylase inhibitor,N/A,N/A
guanaben-acetate,LSM-3266,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3266'>LSM-3266</a>,#N/A,#N/A,#N/A
guanadrel,LSM-43257,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43257'>LSM-43257</a>,#N/A,#N/A,#N/A
guanethidine,LSM-6719,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6719'>LSM-6719</a>,#N/A,#N/A,#N/A
GW-5074,LSM-42779,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42779'>LSM-42779</a>,"RAF inhibitor, leucine rich repeat kinase inhibitor",N/A,N/A
GW-842166,LSM-45586,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45586'>LSM-45586</a>,#N/A,#N/A,#N/A
GW-843682X,LSM-1014,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1014'>LSM-1014</a>,PLK inhibitor,PLK inhibitor,N/A
halcinonide,LSM-6509,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6509'>LSM-6509</a>,#N/A,#N/A,#N/A
halofantrine,LSM-5072,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5072'>LSM-5072</a>,#N/A,#N/A,#N/A
haloperidol,LSM-3512,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3512'>LSM-3512</a>,#N/A,#N/A,#N/A
HC-030031,LSM-45802,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45802'>LSM-45802</a>,#N/A,#N/A,#N/A
hesperidin,LSM-45813,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45813'>LSM-45813</a>,#N/A,#N/A,#N/A
hexachlorophene,LSM-6032,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6032'>LSM-6032</a>,#N/A,#N/A,#N/A
HG-14-10-04,LSM-6345,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6345'>LSM-6345</a>,N/A,N/A,potent and specific ALK inhibitor 
HG-5-113-01,LSM-5982,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5982'>LSM-5982</a>,N/A,Protein kinase inhibitor,Broad spectrum kinase inhibitor
HG-5-88-01,LSM-5245,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5245'>LSM-5245</a>,N/A,Protein kinase inhibitor,N/A
HG-6-64-01,#N/A,#N/A,N/A,N/A,potent and selective B-Raf and mutant B-Raf inhibito
HG-9-91-01,LSM-6343,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6343'>LSM-6343</a>,N/A,N/A,pan-SIK (salt-inducible kinases) inhibitor
histamine,LSM-45288,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45288'>LSM-45288</a>,#N/A,#N/A,#N/A
HMN-214,LSM-42802,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42802'>LSM-42802</a>,#N/A,#N/A,#N/A
homochlorcyclizine,LSM-1394,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1394'>LSM-1394</a>,#N/A,#N/A,#N/A
homoharringtonine,LSM-3716,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3716'>LSM-3716</a>,#N/A,#N/A,#N/A
honokiol,LSM-6013,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6013'>LSM-6013</a>,#N/A,#N/A,#N/A
hydrocortisone,LSM-1785,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1785'>LSM-1785</a>,#N/A,#N/A,#N/A
hydroflumethiazide,LSM-5497,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5497'>LSM-5497</a>,#N/A,#N/A,#N/A
hydroxyurea,LSM-45988,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45988'>LSM-45988</a>,#N/A,#N/A,#N/A
hymecromone,LSM-3025,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3025'>LSM-3025</a>,#N/A,#N/A,#N/A
hypericin,LSM-2650,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2650'>LSM-2650</a>,#N/A,#N/A,#N/A
I-BET-151,LSM-6335,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6335'>LSM-6335</a>,#N/A,#N/A,#N/A
I-BET-762,LSM-6334,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6334'>LSM-6334</a>,#N/A,#N/A,#N/A
IB-MECA,LSM-45709,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45709'>LSM-45709</a>,#N/A,#N/A,#N/A
ibrutinib,LSM-45830,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45830'>LSM-45830</a>,Bruton's tyrosine kinase (BTK) inhibitor,N/A,N/A
ibrutinib,LSM-1129,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1129'>LSM-1129</a>,Bruton's tyrosine kinase (BTK) inhibitor,N/A,N/A
ibudilast,LSM-2357,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2357'>LSM-2357</a>,#N/A,#N/A,#N/A
ibuprofen,LSM-1354,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1354'>LSM-1354</a>,#N/A,#N/A,#N/A
ibutamoren,LSM-45605,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45605'>LSM-45605</a>,#N/A,#N/A,#N/A
ibutilide,LSM-43264,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43264'>LSM-43264</a>,#N/A,#N/A,#N/A
ICI-162846,LSM-3484,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3484'>LSM-3484</a>,#N/A,#N/A,#N/A
"ICI-185,282",LSM-43903,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43903'>LSM-43903</a>,#N/A,#N/A,#N/A
ICI-192605,LSM-45545,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45545'>LSM-45545</a>,#N/A,#N/A,#N/A
idalopirdine,LSM-45537,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45537'>LSM-45537</a>,#N/A,#N/A,#N/A
idasanutlin,LSM-45958,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45958'>LSM-45958</a>,#N/A,#N/A,#N/A
idebenone,LSM-5505,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5505'>LSM-5505</a>,#N/A,#N/A,#N/A
idelalisib,LSM-1205,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1205'>LSM-1205</a>,PI3K inhibitor,N/A,N/A
idoxuridin,LSM-45784,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45784'>LSM-45784</a>,#N/A,#N/A,#N/A
ifenprodil,LSM-4369,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4369'>LSM-4369</a>,#N/A,#N/A,#N/A
ifosfamide,LSM-5118,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5118'>LSM-5118</a>,#N/A,#N/A,#N/A
iguratimod,LSM-45469,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45469'>LSM-45469</a>,#N/A,#N/A,#N/A
IKK-2-inhibitor-V,LSM-3667,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3667'>LSM-3667</a>,#N/A,#N/A,#N/A
IKK-inhibitor-X,LSM-5975,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5975'>LSM-5975</a>,#N/A,#N/A,#N/A
ilomastat,LSM-3143,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3143'>LSM-3143</a>,#N/A,#N/A,#N/A
imatinib,LSM-1023,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1023'>LSM-1023</a>,"Bcr-Abl kinase inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor",BCR-ABL kinase inhibitor,N/A
imexon,LSM-45234,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45234'>LSM-45234</a>,#N/A,#N/A,#N/A
imiloxan,LSM-1308,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1308'>LSM-1308</a>,#N/A,#N/A,#N/A
imipramine,LSM-2852,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2852'>LSM-2852</a>,#N/A,#N/A,#N/A
imiquimod,LSM-5408,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5408'>LSM-5408</a>,#N/A,#N/A,#N/A
indacaterol,LSM-45506,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45506'>LSM-45506</a>,#N/A,#N/A,#N/A
indapamide,LSM-1936,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1936'>LSM-1936</a>,#N/A,#N/A,#N/A
indibulin,LSM-45387,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45387'>LSM-45387</a>,#N/A,#N/A,#N/A
indinavir,LSM-5471,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5471'>LSM-5471</a>,#N/A,#N/A,#N/A
indiplon,LSM-45562,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45562'>LSM-45562</a>,#N/A,#N/A,#N/A
indirubin,LSM-42899,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42899'>LSM-42899</a>,#N/A,#N/A,#N/A
indobufen,LSM-45704,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45704'>LSM-45704</a>,#N/A,#N/A,#N/A
indole-3-carbinol,LSM-2011,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2011'>LSM-2011</a>,#N/A,#N/A,#N/A
